Title,Auction Name,Sheet id,Auction House,Make,Model,Variant,Lot,Reg,Start Time,Start Date,D.O.R,Fuel Type,Former Keepers,Transmission,Colour,MOT Expiry Date,Keys,VAT Status,V5,CAP Clean,CAP Average,CAP Below,CC,Mileage,Mileage Warranted,MOT Due,Body Type,Additional information,General Condition,Tyres Condition,Inspection Report,Images,Damaged_images,Damage_details
Ford,ebca,24,ProTruck,Ford,Focus,1.6 125 Zetec 5dr Powershift,304,HN62YDY,15:00,-,24/12/2012,Petrol,2,AUTOMATIC,SILVER,01/11/2026,2,Margin,Here,"£2,475.00","£2,025.00","£1,575.00",0.2,,Warranted,01/11/2026,Estate,"{'information': {'Keys': '2', 'Service history': 'yes', 'Service documents': 'Service Book', 'Number of stamps': '9', 'Last service date': '21/06/2024', 'Last service miles': '66,478', 'MOT Due': '01/11/2026', 'Former Keepers': '2', 'Body Style': 'Estate', 'Hubs': 'Alloy', 'BHP': '123', 'Gross Weight': '1825', 'Euro Status': '5', 'Euro': '5', 'CO2': '149', 'MPG Combined': '44.1', 'MPG Urban': '30.4', 'MPG Extra Urban': '58.9'}}","{
    ""Interior"": {
        ""Registration"": ""HN62YDY"",
        ""Registered"": ""24/12/2012"",
        ""Miles"": ""73,508 Miles"",
        ""Miles Warranted"": ""Warranted"",
        ""Former Keepers"": ""2"",
        ""Fuel"": ""Petrol"",
        ""Transmission"": ""AUTOMATIC"",
        ""Colour"": ""SILVER"",
        ""VAT"": ""Margin"",
        ""MOT"": ""01/11/2026"",
        ""V5"": ""Here"",
        ""Keys"": ""2"",
        ""CC"": ""1596"",
        ""Service history"": ""Yes"",
        ""Service documents"": ""Service Book"",
        ""Number of stamps"": ""9"",
        ""Last service date"": ""21/06/2024"",
        ""Last service miles"": ""66,478"",
        ""Vendor"": ""Yeomans Group"",
        ""CAP Clean"": ""\u00a32,475.00"",
        ""CAP Average"": ""\u00a32,025.00"",
        ""CAP Below"": ""\u00a31,575.00""
    }
}",,https://www.protruckauctions.co.uk/motorvehicleinspectionreport/standard/5944.pdf,,,
Fiat,ebca,24,ProTruck,Fiat,500x,1.6 E-torQ Lounge 5dr [Start Stop],381,HN66OJZ,15:00,-,26/11/2016,Petrol,1,MANUAL,GREY,21/10/2026,1,Margin,Here,"£3,075.00","£2,600.00","£2,125.00",0.2,,Warranted,21/10/2026,Hatchback,"{'information': {'Keys': '1', 'Service history': 'yes', 'Service documents': 'Service Book', 'Number of stamps': '8', 'Last service date': '18/11/2025', 'Last service miles': '103,754', 'MOT Due': '21/10/2026', 'Former Keepers': '1', 'Body Style': 'Hatchback', 'Hubs': 'Alloy', 'BHP': '108', 'Euro Status': '6', 'Euro': '6', 'CO2': '139', 'MPG Combined': '47.1', 'MPG Urban': '36.2', 'MPG Extra Urban': '56.5'}}","{
    ""Interior"": {
        ""Registration"": ""HN66OJZ"",
        ""Registered"": ""26/11/2016"",
        ""Miles"": ""106,212 Miles"",
        ""Miles Warranted"": ""Warranted"",
        ""Former Keepers"": ""1"",
        ""Fuel"": ""Petrol"",
        ""Transmission"": ""MANUAL"",
        ""Colour"": ""GREY"",
        ""VAT"": ""Margin"",
        ""MOT"": ""21/10/2026"",
        ""V5"": ""Here"",
        ""Keys"": ""1"",
        ""CC"": ""1598"",
        ""Service history"": ""Yes"",
        ""Service documents"": ""Service Book"",
        ""Number of stamps"": ""8"",
        ""Last service date"": ""18/11/2025"",
        ""Last service miles"": ""103,754"",
        ""Vendor"": ""Birchwood Group"",
        ""CAP Clean"": ""\u00a33,075.00"",
        ""CAP Average"": ""\u00a32,600.00"",
        ""CAP Below"": ""\u00a32,125.00""
    }
}",,https://www.protruckauctions.co.uk/motorvehicleinspectionreport/standard/6720.pdf,,,
Renault,ebca,24,ProTruck,Renault,Megane,2.0 VVT Privilege 2dr,392,HS04MWY,15:00,-,24/07/2004,Petrol,,MANUAL,GREY,24/07/2026,2,Margin,Here,£450.00,£150.00,£150.00,0.2,,Warranted,24/07/2026,Convertible,"{'information': {'Keys': '2', 'Service history': 'yes', 'Service documents': 'Service Book', 'Number of stamps': '16', 'Last service date': '10/07/2025', 'Last service miles': '38,509', 'MOT Due': '24/07/2026', 'Body Style': 'Convertible', 'Hubs': 'Alloy', 'BHP': '136', 'Gross Weight': '1845', 'CO2': '196', 'MPG Combined': '34.5', 'MPG Urban': '25.2', 'MPG Extra Urban': '43.5'}}","{
    ""Interior"": {
        ""Registration"": ""HS04MWY"",
        ""Registered"": ""24/07/2004"",
        ""Miles"": ""40,839 Miles"",
        ""Miles Warranted"": ""Warranted"",
        ""Fuel"": ""Petrol"",
        ""Transmission"": ""MANUAL"",
        ""Colour"": ""GREY"",
        ""VAT"": ""Margin"",
        ""MOT"": ""24/07/2026"",
        ""V5"": ""Here"",
        ""Keys"": ""2"",
        ""CC"": ""1998"",
        ""Service history"": ""Yes"",
        ""Service documents"": ""Service Book"",
        ""Number of stamps"": ""16"",
        ""Last service date"": ""10/07/2025"",
        ""Last service miles"": ""38,509"",
        ""Vendor"": ""Birchwood Group"",
        ""CAP Clean"": ""\u00a3450.00"",
        ""CAP Average"": ""\u00a3150.00"",
        ""CAP Below"": ""\u00a3150.00""
    }
}",,https://www.protruckauctions.co.uk/motorvehicleinspectionreport/standard/6801.pdf,,,
Renault,ebca,24,ProTruck,Renault,Megane,1.6 16V 110 Dynamique 5dr,398,HV10EPE,15:00,-,06/03/2010,Petrol,,MANUAL,BLUE,06/03/2026,2,Margin,Here,£940.00,£540.00,£175.00,0.2,,Warranted,06/03/2026,Hatchback,"{'information': {'Keys': '2', 'Service history': 'yes', 'Service documents': 'Printout', 'Number of stamps': '9', 'Last service date': '27/02/2025', 'Last service miles': '61,771', 'MOT Due': '06/03/2026', 'Body Style': 'Hatchback', 'Hubs': 'Alloy', 'BHP': '110', 'Gross Weight': '1734', 'Euro Status': '5', 'Euro': '5', 'CO2': '162', 'MPG Combined': '39.8', 'MPG Urban': '29.1', 'MPG Extra Urban': '50.4'}}","{
    ""Interior"": {
        ""Registration"": ""HV10EPE"",
        ""Registered"": ""06/03/2010"",
        ""Miles"": ""66,190 Miles"",
        ""Miles Warranted"": ""Warranted"",
        ""Fuel"": ""Petrol"",
        ""Transmission"": ""MANUAL"",
        ""Colour"": ""BLUE"",
        ""VAT"": ""Margin"",
        ""MOT"": ""06/03/2026"",
        ""V5"": ""Here"",
        ""Keys"": ""2"",
        ""CC"": ""1598"",
        ""Service history"": ""Yes"",
        ""Service documents"": ""Printout"",
        ""Number of stamps"": ""9"",
        ""Last service date"": ""27/02/2025"",
        ""Last service miles"": ""61,771"",
        ""Vendor"": ""Birchwood Group"",
        ""CAP Clean"": ""\u00a3940.00"",
        ""CAP Average"": ""\u00a3540.00"",
        ""CAP Below"": ""\u00a3175.00""
    }
}",,https://www.protruckauctions.co.uk/motorvehicleinspectionreport/standard/6718.pdf,,,
Hyundai,ebca,24,ProTruck,Hyundai,I10,1.2 Classic 5dr,321,HV59FXO,15:00,-,11/09/2009,Petrol,,MANUAL,BLACK,11/09/2026,2,Margin,Here,£620.00,£220.00,£150.00,0.1,,Warranted,11/09/2026,Hatchback,"{'information': {'Keys': '2', 'Service history': 'yes', 'Service documents': 'Service Book', 'Number of stamps': '4', 'Last service date': '12/09/2013', 'Last service miles': '38,128', 'MOT Due': '11/09/2026', 'Body Style': 'Hatchback', 'Hubs': 'Steel', 'BHP': '77', 'Gross Weight': '1415', 'Euro Status': '4', 'Euro': '4', 'CO2': '119', 'MPG Combined': '56.5', 'MPG Urban': '41.5', 'MPG Extra Urban': '65.7'}}","{
    ""Interior"": {
        ""Registration"": ""HV59FXO"",
        ""Registered"": ""11/09/2009"",
        ""Miles"": ""51,000 Miles"",
        ""Miles Warranted"": ""Warranted"",
        ""Fuel"": ""Petrol"",
        ""Transmission"": ""MANUAL"",
        ""Colour"": ""BLACK"",
        ""VAT"": ""Margin"",
        ""MOT"": ""11/09/2026"",
        ""V5"": ""Here"",
        ""Keys"": ""2"",
        ""CC"": ""1248"",
        ""Service history"": ""Yes"",
        ""Service documents"": ""Service Book"",
        ""Number of stamps"": ""4"",
        ""Last service date"": ""12/09/2013"",
        ""Last service miles"": ""38,128"",
        ""Vendor"": ""DSM Ltd"",
        ""CAP Clean"": ""\u00a3620.00"",
        ""CAP Average"": ""\u00a3220.00"",
        ""CAP Below"": ""\u00a3150.00""
    }
}",,https://www.protruckauctions.co.uk/motorvehicleinspectionreport/standard/6871.pdf,,,
Kia,ebca,24,ProTruck,Kia,Picanto,1.0 2 5dr,393,HV62PCU,15:00,-,21/09/2012,Petrol,2,MANUAL,RED,15/08/2026,2,Margin,Here,"£2,100.00","£1,675.00","£1,225.00",0.1,,Warranted,15/08/2026,Hatchback,"{'information': {'Keys': '2', 'Service history': 'yes', 'Service documents': 'Service Book', 'Number of stamps': '2', 'Last service date': '29/11/2017', 'Last service miles': '28,428', 'MOT Due': '15/08/2026', 'Former Keepers': '2', 'Body Style': 'Hatchback', 'Hubs': 'Alloy', 'BHP': '68', 'Gross Weight': '1340', 'Euro Status': '5', 'Euro': '5', 'CO2': '99', 'MPG Combined': '67.3', 'MPG Urban': '52.3', 'MPG Extra Urban': '78.5'}}","{
    ""Interior"": {
        ""Registration"": ""HV62PCU"",
        ""Registered"": ""21/09/2012"",
        ""Miles"": ""60,987 Miles"",
        ""Miles Warranted"": ""Warranted"",
        ""Former Keepers"": ""2"",
        ""Fuel"": ""Petrol"",
        ""Transmission"": ""MANUAL"",
        ""Colour"": ""RED"",
        ""VAT"": ""Margin"",
        ""MOT"": ""15/08/2026"",
        ""V5"": ""Here"",
        ""Keys"": ""2"",
        ""CC"": ""998"",
        ""Service history"": ""Yes"",
        ""Service documents"": ""Service Book"",
        ""Number of stamps"": ""2"",
        ""Last service date"": ""29/11/2017"",
        ""Last service miles"": ""28,428"",
        ""Vendor"": ""EMC Group"",
        ""CAP Clean"": ""\u00a32,100.00"",
        ""CAP Average"": ""\u00a31,675.00"",
        ""CAP Below"": ""\u00a31,225.00""
    }
}",,https://www.protruckauctions.co.uk/motorvehicleinspectionreport/standard/6308.pdf,,,
Nissan,ebca,24,ProTruck,Nissan,Juke,1.6 Tekna 5dr Xtronic,285,HV64YZR,15:00,-,17/11/2014,Petrol,2,CVT,GREY,18/02/2026,2,Margin,Here,"£4,500.00","£3,850.00","£3,200.00",0.2,,Warranted,18/02/2026,Hatchback,"{'information': {'Keys': '2', 'Service history': 'yes', 'Service documents': 'Service Book', 'Number of stamps': '9', 'Last service date': '06/02/2025', 'Last service miles': '60,565', 'MOT Due': '18/02/2026', 'Former Keepers': '2', 'Body Style': 'Hatchback', 'Hubs': 'Alloy', 'BHP': '117', 'Gross Weight': '1680', 'Euro Status': '5', 'Euro': '5', 'CO2': '145', 'MPG Combined': '44.8', 'MPG Urban': '34', 'MPG Extra Urban': '54.3'}}","{
    ""Interior"": {
        ""Registration"": ""HV64YZR"",
        ""Registered"": ""17/11/2014"",
        ""Miles"": ""63,743 Miles"",
        ""Miles Warranted"": ""Warranted"",
        ""Former Keepers"": ""2"",
        ""Fuel"": ""Petrol"",
        ""Transmission"": ""CVT"",
        ""Colour"": ""GREY"",
        ""VAT"": ""Margin"",
        ""MOT"": ""18/02/2026"",
        ""V5"": ""Here"",
        ""Keys"": ""2"",
        ""CC"": ""1598"",
        ""Service history"": ""Yes"",
        ""Service documents"": ""Service Book"",
        ""Number of stamps"": ""9"",
        ""Last service date"": ""06/02/2025"",
        ""Last service miles"": ""60,565"",
        ""Vendor"": ""Yeomans Group"",
        ""CAP Clean"": ""\u00a34,500.00"",
        ""CAP Average"": ""\u00a33,850.00"",
        ""CAP Below"": ""\u00a33,200.00""
    }
}",,https://www.protruckauctions.co.uk/motorvehicleinspectionreport/standard/6878.pdf,,,
Volkswagen,ebca,24,ProTruck,Volkswagen,Tiguan,2.0 TDi SE 5dr,366,HY08NWD,15:00,-,01/03/2008,Diesel,2,MANUAL,SILVER, ,1,Margin,Here,"£1,800.00","£1,375.00",£950.00,0.2,,Warranted, ,Estate,"{'information': {'Keys': '1', 'Service history': 'yes', 'Service documents': 'Service Book', 'Number of stamps': '12', 'Last service date': '28/11/2020', 'Last service miles': '66,435', 'MOT Due': 'Expired', 'Former Keepers': '2', 'Body Style': 'Estate', 'Hubs': 'Alloy', 'BHP': '140', 'Gross Weight': '2240', 'Euro Status': '4', 'Euro': '4', 'CO2': '189', 'MPG Combined': '39.2', 'MPG Urban': '30.1', 'MPG Extra Urban': '47.9'}}","{
    ""Interior"": {
        ""Registration"": ""HY08NWD"",
        ""Registered"": ""01/03/2008"",
        ""Miles"": ""85,621 Miles"",
        ""Miles Warranted"": ""Warranted"",
        ""Former Keepers"": ""2"",
        ""Fuel"": ""Diesel"",
        ""Transmission"": ""MANUAL"",
        ""Colour"": ""SILVER"",
        ""VAT"": ""Margin"",
        ""MOT"": ""Expired"",
        ""V5"": ""Here"",
        ""Keys"": ""1"",
        ""CC"": ""1968"",
        ""Service history"": ""Yes"",
        ""Service documents"": ""Service Book"",
        ""Number of stamps"": ""12"",
        ""Last service date"": ""28/11/2020"",
        ""Last service miles"": ""66,435"",
        ""Vendor"": ""EMC Group"",
        ""CAP Clean"": ""\u00a31,800.00"",
        ""CAP Average"": ""\u00a31,375.00"",
        ""CAP Below"": ""\u00a3950.00""
    }
}",,https://www.protruckauctions.co.uk/motorvehicleinspectionreport/standard/4458.pdf,,,
Renault,ebca,24,ProTruck,Renault,Trafic,SL27dCi 115 Business+ Van,407,KN16GKX,15:00,-,31/03/2016,Diesel,1,MANUAL,WHITE,28/05/2026,2,Margin,Here,"£2,500.00","£2,075.00","£1,475.00",0.2,,Warranted,28/05/2026,Panel Van,"{'information': {'Keys': '2', 'Service history': 'yes', 'Service documents': 'Printout', 'Number of stamps': '5', 'Last service date': '12/05/2023', 'Last service miles': '118,515', 'MOT Due': '28/05/2026', 'Former Keepers': '1', 'Body Style': 'Panel Van', 'Hubs': 'Steel', 'BHP': '115', 'Gross Weight': '2740', 'Euro Status': '5', 'Euro': '5', 'CO2': '170', 'MPG Combined': '43.5', 'MPG Urban': '36.2', 'MPG Extra Urban': '49.6'}}","{
    ""Interior"": {
        ""Registration"": ""KN16GKX"",
        ""Registered"": ""31/03/2016"",
        ""Miles"": ""157,429 Miles"",
        ""Miles Warranted"": ""Warranted"",
        ""Former Keepers"": ""1"",
        ""Fuel"": ""Diesel"",
        ""Transmission"": ""MANUAL"",
        ""Colour"": ""WHITE"",
        ""VAT"": ""Margin"",
        ""MOT"": ""28/05/2026"",
        ""V5"": ""Here"",
        ""Keys"": ""2"",
        ""CC"": ""1598"",
        ""Service history"": ""Yes"",
        ""Service documents"": ""Printout"",
        ""Number of stamps"": ""5"",
        ""Last service date"": ""12/05/2023"",
        ""Last service miles"": ""118,515"",
        ""CAP Clean"": ""\u00a32,500.00"",
        ""CAP Average"": ""\u00a32,075.00"",
        ""CAP Below"": ""\u00a31,475.00""
    }
}",,https://www.protruckauctions.co.uk/motorvehicleinspectionreport/standard/6418.pdf,,,
Ford,ebca,24,ProTruck,Ford,Focus,1.6 LX 5dr [115],415,KR55LZO,15:00,-,06/01/2006,Petrol,3,MANUAL,GREEN,14/01/2027,1,Margin,Here,£260.00,£150.00,£150.00,0.2,,Warranted,14/01/2027,Hatchback,"{'information': {'Keys': '1', 'Service history': 'yes', 'Service documents': 'Printout', 'Number of stamps': '1', 'Last service date': '19/06/2024', 'Last service miles': '152,228', 'MOT Due': '14/01/2027', 'Former Keepers': '3', 'Body Style': 'Hatchback', 'Hubs': 'Steel', 'BHP': '116', 'Gross Weight': '1740', 'Euro Status': '4', 'Euro': '4', 'CO2': '155', 'MPG Combined': '44.1', 'MPG Urban': '32.5', 'MPG Extra Urban': '55.4'}}","{
    ""Interior"": {
        ""Registration"": ""KR55LZO"",
        ""Registered"": ""06/01/2006"",
        ""Miles"": ""158,636 Miles"",
        ""Miles Warranted"": ""Warranted"",
        ""Former Keepers"": ""3"",
        ""Fuel"": ""Petrol"",
        ""Transmission"": ""MANUAL"",
        ""Colour"": ""GREEN"",
        ""VAT"": ""Margin"",
        ""MOT"": ""14/01/2027"",
        ""V5"": ""Here"",
        ""Keys"": ""1"",
        ""CC"": ""1596"",
        ""Service history"": ""Yes"",
        ""Service documents"": ""Printout"",
        ""Number of stamps"": ""1"",
        ""Last service date"": ""19/06/2024"",
        ""Last service miles"": ""152,228"",
        ""Vendor"": ""Trade"",
        ""CAP Clean"": ""\u00a3260.00"",
        ""CAP Average"": ""\u00a3150.00"",
        ""CAP Below"": ""\u00a3150.00""
    }
}",,https://www.protruckauctions.co.uk/motorvehicleinspectionreport/standard/6709.pdf,,,
Mercedes-Benz,ebca,24,ProTruck,Mercedes-Benz,C Class,C180K AVANTGARDE SE,397,KS07ZND,15:00,-,23/07/2007,Petrol,1,AUTOMATIC,SILVER, ,2,Margin,Here,"£1,325.00",£920.00,£525.00,0.2,,Warranted, ,Estate,"{'information': {'Keys': '2', 'Service history': 'none', 'MOT Due': 'Expired', 'Former Keepers': '1', 'Body Style': 'Estate', 'Hubs': 'Alloy', 'BHP': '141', 'Gross Weight': '2060', 'Euro Status': '4', 'Euro': '4', 'CO2': '206', 'MPG Combined': '32.5', 'MPG Urban': '23', 'MPG Extra Urban': '44.1'}}","{
    ""Interior"": {
        ""Registration"": ""KS07ZND"",
        ""Registered"": ""23/07/2007"",
        ""Miles"": ""109,033 Miles"",
        ""Miles Warranted"": ""Warranted"",
        ""Former Keepers"": ""1"",
        ""Fuel"": ""Petrol"",
        ""Transmission"": ""AUTOMATIC"",
        ""Colour"": ""SILVER"",
        ""VAT"": ""Margin"",
        ""MOT"": ""Expired"",
        ""V5"": ""Here"",
        ""Keys"": ""2"",
        ""CC"": ""1796"",
        ""Service history"": ""None"",
        ""Vendor"": ""Birchwood Group"",
        ""CAP Clean"": ""\u00a31,325.00"",
        ""CAP Average"": ""\u00a3920.00"",
        ""CAP Below"": ""\u00a3525.00""
    }
}",,https://www.protruckauctions.co.uk/motorvehicleinspectionreport/standard/6653.pdf,,,
Kia,ebca,24,ProTruck,Kia,Venga,1.4 EcoDynamics 2 5dr,372,KX14YLE,15:00,-,07/03/2014,Petrol,3,MANUAL,WHITE,03/11/2026,2,Margin,Here,"£1,700.00","£1,300.00",£875.00,0.1,,Warranted,03/11/2026,Hatchback,"{'information': {'Keys': '2', 'Service history': 'yes', 'Service documents': 'Service Book', 'Number of stamps': '7', 'Last service date': '26/02/2025', 'Last service miles': '95,612', 'MOT Due': '03/11/2026', 'Former Keepers': '3', 'Body Style': 'Hatchback', 'Hubs': 'Alloy', 'BHP': '89', 'Gross Weight': '1710', 'Euro Status': '5', 'Euro': '5', 'CO2': '130', 'MPG Combined': '50.4', 'MPG Urban': '42.8', 'MPG Extra Urban': '55.4'}}","{
    ""Interior"": {
        ""Registration"": ""KX14YLE"",
        ""Registered"": ""07/03/2014"",
        ""Miles"": ""105,969 Miles"",
        ""Miles Warranted"": ""Warranted"",
        ""Former Keepers"": ""3"",
        ""Fuel"": ""Petrol"",
        ""Transmission"": ""MANUAL"",
        ""Colour"": ""WHITE"",
        ""VAT"": ""Margin"",
        ""MOT"": ""03/11/2026"",
        ""V5"": ""Here"",
        ""Keys"": ""2"",
        ""CC"": ""1396"",
        ""Service history"": ""Yes"",
        ""Service documents"": ""Service Book"",
        ""Number of stamps"": ""7"",
        ""Last service date"": ""26/02/2025"",
        ""Last service miles"": ""95,612"",
        ""Vendor"": ""Caffyns Group"",
        ""CAP Clean"": ""\u00a31,700.00"",
        ""CAP Average"": ""\u00a31,300.00"",
        ""CAP Below"": ""\u00a3875.00""
    }
}",,https://www.protruckauctions.co.uk/motorvehicleinspectionreport/standard/6680.pdf,,,
Renault,ebca,24,ProTruck,Renault,Clio,1.2 16V Dynamique MediaNav 5dr,303,LA13JKO,15:00,-,28/06/2013,Petrol,2,MANUAL,WHITE,07/05/2026,2,Margin,Here,"£3,075.00","£2,575.00","£2,075.00",0.1,,Warranted,07/05/2026,Hatchback,"{'information': {'Keys': '2', 'Service history': 'yes', 'Service documents': 'Service Book', 'Number of stamps': '8', 'Last service date': '07/05/2023', 'Last service miles': '39,822', 'MOT Due': '07/05/2026', 'Former Keepers': '2', 'Body Style': 'Hatchback', 'Hubs': 'Alloy', 'BHP': '75', 'Gross Weight': '1570', 'Euro Status': '5', 'Euro': '5', 'CO2': '127', 'MPG Combined': '51.4', 'MPG Urban': '40.4', 'MPG Extra Urban': '60.1'}}","{
    ""Interior"": {
        ""Registration"": ""LA13JKO"",
        ""Registered"": ""28/06/2013"",
        ""Miles"": ""41,067 Miles"",
        ""Miles Warranted"": ""Warranted"",
        ""Former Keepers"": ""2"",
        ""Fuel"": ""Petrol"",
        ""Transmission"": ""MANUAL"",
        ""Colour"": ""WHITE"",
        ""VAT"": ""Margin"",
        ""MOT"": ""07/05/2026"",
        ""V5"": ""Here"",
        ""Keys"": ""2"",
        ""CC"": ""1149"",
        ""Service history"": ""Yes"",
        ""Service documents"": ""Service Book"",
        ""Number of stamps"": ""8"",
        ""Last service date"": ""07/05/2023"",
        ""Last service miles"": ""39,822"",
        ""Vendor"": ""Yeomans Group"",
        ""CAP Clean"": ""\u00a33,075.00"",
        ""CAP Average"": ""\u00a32,575.00"",
        ""CAP Below"": ""\u00a32,075.00""
    }
}",,https://www.protruckauctions.co.uk/motorvehicleinspectionreport/standard/6664.pdf,,,
Volkswagen,ebca,24,ProTruck,Volkswagen,Tiguan,2.0 TDi Sport 5dr Auto,410,LC09FVP,15:00,-,08/05/2009,Diesel,1,AUTOMATIC,GREY,07/04/2026,2,Margin,Here,"£2,525.00","£2,075.00","£1,625.00",0.2,,Warranted,07/04/2026,Estate,"{'information': {'Keys': '2', 'Service history': 'yes', 'Service documents': 'Service Book', 'Number of stamps': '10', 'Last service date': '04/04/2025', 'Last service miles': '62,412', 'MOT Due': '07/04/2026', 'Former Keepers': '1', 'Body Style': 'Estate', 'Hubs': 'Alloy', 'BHP': '140', 'Gross Weight': '2260', 'Euro Status': '4', 'Euro': '4', 'CO2': '199', 'MPG Combined': '37.7', 'MPG Urban': '29.1', 'MPG Extra Urban': '44.8'}}","{
    ""Interior"": {
        ""Registration"": ""LC09FVP"",
        ""Registered"": ""08/05/2009"",
        ""Miles"": ""70,698 Miles"",
        ""Miles Warranted"": ""Warranted"",
        ""Former Keepers"": ""1"",
        ""Fuel"": ""Diesel"",
        ""Transmission"": ""AUTOMATIC"",
        ""Colour"": ""GREY"",
        ""VAT"": ""Margin"",
        ""MOT"": ""07/04/2026"",
        ""V5"": ""Here"",
        ""Keys"": ""2"",
        ""CC"": ""1968"",
        ""Service history"": ""Yes"",
        ""Service documents"": ""Service Book"",
        ""Number of stamps"": ""10"",
        ""Last service date"": ""04/04/2025"",
        ""Last service miles"": ""62,412"",
        ""Vendor"": ""Birchwood Group"",
        ""CAP Clean"": ""\u00a32,525.00"",
        ""CAP Average"": ""\u00a32,075.00"",
        ""CAP Below"": ""\u00a31,625.00""
    }
}",,https://www.protruckauctions.co.uk/motorvehicleinspectionreport/standard/6719.pdf,,,
Mazda,ebca,24,ProTruck,Mazda,5,1.6d Sport 5dr,408,LD11WZX,15:00,-,31/05/2011,Diesel,4,MANUAL,GREY,20/01/2026,2,Margin,Here,"£1,325.00",£920.00,£525.00,0.2,,Warranted,20/01/2026,MPV,"{'information': {'Keys': '2', 'Service history': 'yes', 'Service documents': 'Electronic / Online', 'Number of stamps': '4', 'Last service date': '05/01/2024', 'Last service miles': '91,694', 'MOT Due': '20/01/2026', 'Former Keepers': '4', 'Body Style': 'MPV', 'Hubs': 'Alloy', 'BHP': '113', 'Gross Weight': '2125', 'Euro Status': '5', 'Euro': '5', 'CO2': '138', 'MPG Combined': '54.3', 'MPG Urban': '44.1', 'MPG Extra Urban': '61.4'}}","{
    ""Interior"": {
        ""Registration"": ""LD11WZX"",
        ""Registered"": ""31/05/2011"",
        ""Miles"": ""99,995 Miles"",
        ""Miles Warranted"": ""Warranted"",
        ""Former Keepers"": ""4"",
        ""Fuel"": ""Diesel"",
        ""Transmission"": ""MANUAL"",
        ""Colour"": ""GREY"",
        ""VAT"": ""Margin"",
        ""MOT"": ""20/01/2026"",
        ""V5"": ""Here"",
        ""Keys"": ""2"",
        ""CC"": ""1560"",
        ""Service history"": ""Yes"",
        ""Service documents"": ""Electronic / Online"",
        ""Number of stamps"": ""4"",
        ""Last service date"": ""05/01/2024"",
        ""Last service miles"": ""91,694"",
        ""Vendor"": ""Bartletts Seat"",
        ""CAP Clean"": ""\u00a31,325.00"",
        ""CAP Average"": ""\u00a3920.00"",
        ""CAP Below"": ""\u00a3525.00""
    }
}",,https://www.protruckauctions.co.uk/motorvehicleinspectionreport/standard/5126.pdf,,,
Chrysler,ebca,24,ProTruck,Chrysler,Ypsilon,1.2 S-Series 5dr,371,LG14KUB,15:00,-,28/03/2014,Petrol,1,MANUAL,WHITE/BLACK,06/07/2026,2,Margin,Here,£880.00,£480.00,£150.00,0.1,,Warranted,06/07/2026,Hatchback,"{'information': {'Keys': '2', 'Service history': 'yes', 'Service documents': 'Service Book', 'Number of stamps': '6', 'Last service date': '03/08/2023', 'Last service miles': '57,154', 'MOT Due': '06/07/2026', 'Former Keepers': '1', 'Body Style': 'Hatchback', 'Hubs': 'Alloy', 'BHP': '69', 'Gross Weight': '1445', 'Euro Status': '5', 'Euro': '5', 'CO2': '118', 'MPG Combined': '55.4', 'MPG Urban': '44.1', 'MPG Extra Urban': '65.7'}}","{
    ""Interior"": {
        ""Registration"": ""LG14KUB"",
        ""Registered"": ""28/03/2014"",
        ""Miles"": ""77,273 Miles"",
        ""Miles Warranted"": ""Warranted"",
        ""Former Keepers"": ""1"",
        ""Fuel"": ""Petrol"",
        ""Transmission"": ""MANUAL"",
        ""Colour"": ""WHITE/BLACK"",
        ""VAT"": ""Margin"",
        ""MOT"": ""06/07/2026"",
        ""V5"": ""Here"",
        ""Keys"": ""2"",
        ""CC"": ""1242"",
        ""Service history"": ""Yes"",
        ""Service documents"": ""Service Book"",
        ""Number of stamps"": ""6"",
        ""Last service date"": ""03/08/2023"",
        ""Last service miles"": ""57,154"",
        ""Vendor"": ""Shelly Motors"",
        ""CAP Clean"": ""\u00a3880.00"",
        ""CAP Average"": ""\u00a3480.00"",
        ""CAP Below"": ""\u00a3150.00""
    }
}",,https://www.protruckauctions.co.uk/motorvehicleinspectionreport/standard/5767.pdf,,,
