Reg,VIN,Auction type,Center,Hall Name,Auction Name,Title,Make,Model,CC,Start Date,Start Time,Derivative,Body Type,Mileage Warranted,Mileage,Year,Plate,CAP Clean,Grade,Mechanical Grade,Date Of Grading,Images,Inspection Report,Other Report,Other Report Name,lot Id,Lot,Colour,Non Runner,Fuel Type,Transmission,Doors,Former Keepers,V5 Status,V5,Service History Type,VAT Status,Service History Present,Vehicle Type,Equipment,Last Service,Last service mileage,Service history,No of services,Service through main dealers,Service Notes,Additional information,Keys,DVSA mileage,MOT Expiry Date,Declarations,Major Damage,Owned By Police,Used As Taxi,Reregistered,Change Of Registration,Modified Vehicle,Salvaged Vehicle,CAP Average,CAP New,CAP Retail,CAP Below,Vehicle base price when new,Total price when new,Description and prize
YH22 MXU,SALWA2AY3NA242427,Online Only,Blackbushe,,BCA OS Sale,LAND ROVER R/R SPORT 2.0 P400E AUTOBIOGRAPHY DYNAMIC StationWagon,LAND ROVER,R/R SPORT,2.0,2025-11-03,09:00:00,P400E AUTOBIOGRAPHY DYNAMIC,StationWagon,Yes,39209,2022,2022 (22 reg),34100,3,C,2025-11-02T00:00:00Z,"https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=646525606, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=646525608, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=646525611, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=646525614, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=646525616, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=646525621, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=646525627, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=646525634, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=646525639, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=646525644",https://www1.bcaimage.com/Document?DocType=InspectionBase&Reg=YH22 MXU-GB,https://www1.bcaimage.com/Document?DocType=SpecificationSheet&Reg=YH22 MXU-GB,mechanicalreporturl,0,OSA029,SANTORINI BLACK METALLIC,False,Petrol/Electric,Automatic,5,1,True,Present,Maintenance Print,VAT Qualifying,True,Car,"Charge Cable - 3 Pin, Charge Cable - Type 2, Navigation HDD, Climate Control, Leather Trim, Leather Trim - Ebony Pimento, Tyre Repair Kit, 21"" Alloy Wheels, Privacy Glass, Metallic Paint - Santorini Black, Panoramic Roof",2024-10-29T00:00:00Z,32455,Maintenance Print,2,2,,"[{'cO2': '84 g/km', 'nox': None}, 'na']",2,38k 2025-05-29T11:54:18Z,2026-05-31T00:00:00Z,,False,False,False,False,False,False,False,"32,800","86,515","38,250","31,500",,,na
GL69 KXC,VF3MRHNSUKS442580,Online Only,Bridgwater,,BCA OS Sale,PEUGEOT 3008 1.2 P/T 130 GT LINE PREMIUM EAT8 Hatchback,PEUGEOT,3008,1.2,2025-11-03,09:00:00,P/T 130 GT LINE PREMIUM EAT8,Hatchback,Yes,69155,2019,2019 (69 reg),10200,2,C,2025-10-29T00:00:00Z,"https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=644908475, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=644902228, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=644908492, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=644902241, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=644908502, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=644902252, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=644908514, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=644902260, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=644908521, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=644902269, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=644908541, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=644908562, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=644908588, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=644908604, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=644908617",https://www1.bcaimage.com/Document?DocType=InspectionBase&Reg=GL69 KXC-GB,https://www1.bcaimage.com/Document?DocType=SpecificationSheet&Reg=GL69 KXC-GB,mechanicalreporturl,0,OSA030,RED,False,Petrol,Automatic,5,1,True,Present,Service Book,VAT Qualifying,True,Car,"Navigation HDD, Climate Control, Parking Sensor(s), Leather/Cloth Trim - Grey Imala, Space Saver Spare Wheel, 19"" Alloy Wheels, Panoramic Roof, Privacy Glass, Special Paint - Ultimate Red",2022-06-15T00:00:00Z,31449,Service Book,1,1,,"[{'cO2': '112 g/km', 'nox': '0.021 g/km'}, 'na']",2,"39k 2023-01-18T15:02:26Z, 55k 2024-01-23T12:44:15Z, 62k 2024-12-17T09:15:59Z",2025-12-16T00:00:00Z,,False,False,False,False,False,False,False,"9,075","32,965","12,595","7,950",,,na
LM21 JGV,W1K2132162A940200,Online Only,Bridgwater,,BCA OS Sale,MERCEDES-BENZ E300 DE EQ-P 2.0 AMG LINE 9G Estate,MERCEDES-BENZ,E300 DE EQ-P,2.0,2025-11-03,09:00:00,AMG LINE 9G,Estate,Yes,73361,2021,2021 (21 reg),20350,1,A,2025-10-24T00:00:00Z,"https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=642895706, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=642895715, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=642895730, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=642895743, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=642895758, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=642895780, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=642895811, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=642895826, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=642895856, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=642895897",https://www1.bcaimage.com/Document?DocType=InspectionBase&Reg=LM21 JGV-GB,https://www1.bcaimage.com/Document?DocType=SpecificationSheet&Reg=LM21 JGV-GB,mechanicalreporturl,0,OSA031,SILVER,False,Diesel/Electric,Auto/Manual Mode,5,1,True,Present,Invoice/Receipt,VAT Qualifying,True,Car,"Charge Cable - 3 Pin, Charge Cable - Type 2, Navigation HDD, Parking Sensor(s), Climate Control, Leather Trim - Black, 18"" Alloy Wheels, Tyre Repair Kit, Privacy Glass, Metallic Paint - High Tech Silver",2025-05-01T00:00:00Z,63385,Invoice/Receipt,4,2,,"[{'cO2': '35 g/km', 'nox': None}, ['ECU Check Complete']]",2,"43k 2024-05-06T15:01:18Z, 63k 2025-05-01T15:49:53Z",2026-05-05T00:00:00Z,,False,False,False,False,False,False,False,"19,150","53,735","23,750","17,900",,,na
CA22 PPF,VR7BCZKXCNE021945,Online Only,Bridgwater,,BCA OS Sale,CITROEN E-C4 100KW 50KWH SHINE ED. Hatchback,CITROEN,E-C4,0,2025-11-03,09:00:00,100KW 50KWH SHINE ED.,Hatchback,Yes,38871,2022,2022 (22 reg),9650,1,B,2025-10-29T00:00:00Z,"https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=644631155, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=644631169, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=644631182, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=644631195, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=644631202, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=644631224, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=644631245, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=644631269, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=644631294, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=644631313",https://www1.bcaimage.com/Document?DocType=InspectionBase&Reg=CA22 PPF-GB,https://www1.bcaimage.com/Document?DocType=SpecificationSheet&Reg=CA22 PPF-GB,mechanicalreporturl,0,OSA032,WHITE,False,Electric,Automatic,5,1,True,Present,Service Book,VAT Qualifying,True,Car,"Charge Cable - Type 2, Navigation HDD, Parking Sensor(s), Climate Control, Leather/Cloth Trim - Grey/Black Chevrons, Tyre Repair Kit, 18"" Alloy Wheels, Privacy Glass, Solid Paint - Polar White",2023-02-06T00:00:00Z,8625,Service Book,1,1,,"[{'cO2': None, 'nox': None}, 'na']",2,33k 2025-05-28T07:36:27Z,2026-05-30T00:00:00Z,,False,False,False,False,False,False,False,"8,600","31,940","11,795","7,600",,,na
GY72 ERJ,W1K3G8GB0PJ381597,Online Only,Bridgwater,,BCA OS Sale,MERCEDES-BENZ A250 E 1.3 AMG LINE EXECUTIVE ED.DCT Saloon,MERCEDES-BENZ,A250 E,1.3,2025-11-03,09:00:00,AMG LINE EXECUTIVE ED.DCT,Saloon,Yes,36329,2022,2022 (72 reg),18900,1,B,2025-10-29T00:00:00Z,"https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=644355013, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=644355015, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=644355016, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=644355018, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=644355019, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=644355020, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=644355021, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=644355022, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=644355023, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=644355024",https://www1.bcaimage.com/Document?DocType=InspectionBase&Reg=GY72 ERJ-GB,https://www1.bcaimage.com/Document?DocType=SpecificationSheet&Reg=GY72 ERJ-GB,mechanicalreporturl,0,OSA033,GREY,False,Petrol/Electric,Auto Clutch,4,1,True,Present,Maintenance Print,VAT Qualifying,True,Car,"Navigation HDD, Parking Sensor(s), Climate Control, Cloth/Artico Leather - Dinamica, Tyre Repair Kit, 18"" Alloy Wheels, Metallic Paint - Mountain Grey, Privacy Glass",2024-12-04T00:00:00Z,23927,Maintenance Print,2,2,,"[{'cO2': '22 g/km', 'nox': '0.012 g/km'}, ['ECU Check Complete']]",2,35k 2025-10-08T08:18:17Z,2026-10-26T00:00:00Z,,False,False,False,False,False,False,False,"17,700","36,935","21,000","16,500",,,na
RF23 KWS,WVGZZZA1ZPV690791,Online Only,Bridgwater,,BCA OS Sale,VOLKSWAGEN T-ROC 1.5 TSI 150 R LINE DSG Hatchback,VOLKSWAGEN,T-ROC,1.5,2025-11-03,09:00:00,TSI 150 R LINE DSG,Hatchback,Yes,9971,2023,2023 (23 reg),23800,2,B,2025-10-28T00:00:00Z,"https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=645043248, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=645043251, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=645043258, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=645043264, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=645043269, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=645043281, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=645043298, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=645043312, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=645043340, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=645043379",https://www1.bcaimage.com/Document?DocType=InspectionBase&Reg=RF23 KWS-GB,https://www1.bcaimage.com/Document?DocType=SpecificationSheet&Reg=RF23 KWS-GB,mechanicalreporturl,0,OSA034,BLACK,False,Petrol,Auto Clutch,5,1,True,Present,Maintenance Print,VAT Qualifying,True,Car,"Navigation HDD, Sport Seat Pack - Leather, Climate Control, Parking Sensor(s), Half Leather Trim, Tyre Repair Kit, 17"" Alloy Wheels, Pearlescent Paint - Pearl Black, Privacy Glass",2025-10-29T00:00:00Z,9971,Maintenance Print,1,0,,"[{'cO2': '138 g/km', 'nox': '0.008 g/km'}, 'na']",2,na,2026-06-29T00:00:00Z,,False,False,False,False,False,False,False,"22,400","33,275","26,250","21,000",33580.0,34290.0,"Deep Black Pearl Effect Paint 710, 'Piano Black' decorative inserts 0, Deep Black Pearl 0"
LM72 VSF,W1K1183842N322468,Online Only,Bridgwater,,BCA OS Sale,MERCEDES-BENZ CLA 180 1.3 AMG LINE PREMIUM DCT Coupe,MERCEDES-BENZ,CLA 180,1.3,2025-11-03,09:00:00,AMG LINE PREMIUM DCT,Coupe,Yes,30528,2022,2022 (72 reg),20550,1,B,2025-10-23T00:00:00Z,"https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=642844586, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=642844597, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=642844601, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=642844607, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=642844615, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=642844629, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=642844644, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=642844656, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=642844672, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=642844686",https://www1.bcaimage.com/Document?DocType=InspectionBase&Reg=LM72 VSF-GB,https://www1.bcaimage.com/Document?DocType=SpecificationSheet&Reg=LM72 VSF-GB,mechanicalreporturl,0,OSA035,BLUE,False,Petrol,Auto Clutch,4,1,True,Present,Maintenance Print,VAT Qualifying,True,Car,"Navigation HDD, Leather Pack, Climate Control, Parking Sensor(s), Contrast Stitching - Black, Tyre Repair Kit, 18"" Alloy Wheels, Metallic Paint - Denim Blue, Privacy Glass",2025-10-22T00:00:00Z,30528,Maintenance Print,1,0,,"[{'cO2': '138 g/km', 'nox': None}, ['ECU Check Complete']]",2,na,2025-10-16T00:00:00Z,,False,False,False,False,False,False,False,"19,350","35,785","22,750","18,100",,,na
MD23 CEU,TMBBR8NX3PY114072,Online Only,Bridgwater,,BCA OS Sale,SKODA OCTAVIA 1.5 TSI 150 SE L Hatchback,SKODA,OCTAVIA,1.5,2025-11-03,09:00:00,TSI 150 SE L,Hatchback,Yes,31596,2023,2023 (23 reg),15350,2,A,2025-10-29T00:00:00Z,"https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=645329839, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=645329855, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=645329867, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=645329877, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=645329889, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=645329901, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=645329917, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=645329959, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=645329991, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=645330020",https://www1.bcaimage.com/Document?DocType=InspectionBase&Reg=MD23 CEU-GB,https://www1.bcaimage.com/Document?DocType=SpecificationSheet&Reg=MD23 CEU-GB,mechanicalreporturl,0,OSA036,GREY,False,Petrol,Manual Transmission,5,1,True,Present,Maintenance Print,VAT Qualifying,True,Car,"Navigation HDD, Parking Sensor(s), Climate Control, Leather Trim - Black, Stitching - Grey, Tyre Repair Kit, 17"" Alloy Wheels, Metallic Paint - Graphite Grey, Privacy Glass",2025-03-05T00:00:00Z,21156,Maintenance Print,1,0,CANNOT READ LAST SERVICE,"[{'cO2': '123 g/km', 'nox': '0.015 g/km'}, 'na']",2,na,2026-07-04T00:00:00Z,,False,False,False,False,False,False,False,"14,250","27,545","17,095","13,050",27805.0,28465.0,"Metallic paint 660, Graphite Grey Metallic 0, Rear window wiper 0"
DN21 GWF,VXKUPHNKSM4207724,Online Only,Bridgwater,,BCA OS Sale,VAUXHALL CORSA 1.2 TURBO 100 ELITE PREMIUM Hatchback,VAUXHALL,CORSA,1.2,2025-11-03,09:00:00,TURBO 100 ELITE PREMIUM,Hatchback,Yes,92686,2021,2021 (21 reg),7150,2,B,2025-10-29T00:00:00Z,"https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=644312404, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=644312406, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=644312407, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=644312411, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=644312415, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=644312417, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=644312419, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=644312421, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=644312424, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=644312428",https://www1.bcaimage.com/Document?DocType=InspectionBase&Reg=DN21 GWF-GB,https://www1.bcaimage.com/Document?DocType=SpecificationSheet&Reg=DN21 GWF-GB,mechanicalreporturl,0,OSA037,Quartz Grey Met.,False,Petrol,Automatic,5,1,True,Present,Service Book,VAT Qualifying,True,Car,"Navigation HDD, Parking Sensor(s), Climate Control, Half Leather Trim, Tyre Repair Kit, 17"" Alloy Wheels, Privacy Glass, Special Paint - Quartz Grey",2024-03-07T00:00:00Z,54381,Service Book,3,0,,"[{'cO2': '123 g/km', 'nox': '0.031 g/km'}, ['Key Condition - Remote Inoperative']]",2,"61k 2024-06-27T10:02:43Z, 83k 2025-05-29T14:21:31Z",2026-06-26T00:00:00Z,,False,False,False,False,False,False,False,"6,225","22,975","9,125","5,325",,,na
LS71 PAO,W1K1183862N256454,Online Only,Brighouse,,BCA OS Sale,MERCEDES-BENZ CLA 250 E 1.3 AMG LINE PREMIUM DCT Coupe,MERCEDES-BENZ,CLA 250 E,1.3,2025-11-03,09:00:00,AMG LINE PREMIUM DCT,Coupe,Yes,65758,2021,2021 (71 reg),17100,1,B,2025-10-29T00:00:00Z,"https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=642952718, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=642952725, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=642952732, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=642952744, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=642952757, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=642952773, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=642952784, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=642952803, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=642952819, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=642952833",https://www1.bcaimage.com/Document?DocType=InspectionBase&Reg=LS71 PAO-GB,https://www1.bcaimage.com/Document?DocType=SpecificationSheet&Reg=LS71 PAO-GB,mechanicalreporturl,0,OSA038,BLACK,False,Petrol/Electric,Auto Clutch,4,1,True,Present,Service Print,VAT Qualifying,True,Car,"Charge Cable - Type 2, Charge Cable - 3 Pin, Navigation System, Navigation HDD, Leather Pack, Parking Sensor(s), Climate Control, Leather Trim - Bahia Brown, Leather Trim, Tyre Repair Kit, 18"" Alloy Wheels, Metallic Paint - Cosmos Black",2024-07-24T00:00:00Z,34584,Service Print,2,0,,"[{'cO2': '23 g/km', 'nox': None}, ['Sold With - DOCS IN OFFICE V5', 'Sold With - Docs in office SK']]",2,"35k 2024-09-09T11:28:31Z, 58k 2025-07-22T10:43:54Z",2026-07-21T00:00:00Z,,False,False,False,False,False,False,False,"15,950","38,395","19,350","14,750",,,na
YD73 EDJ,WAUZZZFY5P2195118,Online Only,Glasgow - East,,BCA OS Sale,AUDI Q5 2.0 50 TFSI E Q S LINE S-T StationWagon,AUDI,Q5,2.0,2025-11-03,09:00:00,50 TFSI E Q S LINE S-T,StationWagon,Yes,16476,2023,2023 (73 reg),30600,1,A,2025-10-28T00:00:00Z,"https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=643939992, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=643940004, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=643940021, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=643940025, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=643940038, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=643940050, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=643940084, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=643940102, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=643940141, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=643940157",https://www1.bcaimage.com/Document?DocType=InspectionBase&Reg=YD73 EDJ-GB,https://www1.bcaimage.com/Document?DocType=SpecificationSheet&Reg=YD73 EDJ-GB,mechanicalreporturl,0,OSA039,GREY,False,Petrol/Electric,Auto Clutch,5,1,True,Present,Maintenance Print,VAT Qualifying,True,Car,"Charge Cable - 3 Pin, Navigation HDD, Climate Control, Parking Sensor(s), Leather/Cloth Trim - Black, 19"" Alloy Wheels, Pearlescent Paint - Daytona Grey, Privacy Glass",2025-10-30T00:00:00Z,16476,Maintenance Print,2,0,,"[{'cO2': '38 g/km', 'nox': '0.010 g/km'}, 'na']",2,na,2026-09-07T00:00:00Z,,False,False,False,False,False,False,False,"29,350","55,810","34,500","28,050",55150.0,55825.0,"Pearl effect paint 675, Black Sport seats with leather/Dinamica 0, Daytona grey, pearl effect 0, Matt brushed aluminium 0"
YN71 HXD,ZFACF1CJ0NJF57962,Online Only,Glasgow - East,,BCA OS Sale,FIAT 500 1.0 M/H DOLCEVITA Hatchback,FIAT,500,1.0,2025-11-03,09:00:00,M/H DOLCEVITA,Hatchback,Yes,30759,2021,2021 (71 reg),7700,2,A,2025-10-28T00:00:00Z,"https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=644122781, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=644122789, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=644122793, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=644122801, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=644122806, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=644122813, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=644122820, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=644122828, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=644122836, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=644122842",https://www1.bcaimage.com/Document?DocType=InspectionBase&Reg=YN71 HXD-GB,https://www1.bcaimage.com/Document?DocType=SpecificationSheet&Reg=YN71 HXD-GB,mechanicalreporturl,0,OSA040,BLUE,False,Petrol,Manual Transmission,3,1,True,Present,Maintenance Print,VAT Qualifying,True,Car,"Air Conditioning, Parking Sensor(s), Cloth Trim - White/Black Ambience, Part Leather Trim, Alloy Wheels, Tyre Inflation Kit, Metallic Paint - Epic Blue, Panoramic Roof",2025-02-11T00:00:00Z,24541,Maintenance Print,2,0,Errors on print,"[{'cO2': '113 g/km', 'nox': '0.048 g/km'}, 'na']",2,"21k 2024-09-24T11:05:12Z, 30k 2025-09-01T12:50:02Z",2026-09-29T00:00:00Z,,False,False,False,False,False,False,False,"6,750","14,920","9,395","5,800",,,na
BJ71 XKG,KMHK381GUMU142206,Online Only,Leeds,,BCA OS Sale,HYUNDAI KONA ELECTRIC 150KW 64KWH PREMIUM Hatchback,HYUNDAI,KONA ELECTRIC,0,2025-11-03,09:00:00,150KW 64KWH PREMIUM,Hatchback,Yes,27249,2021,2021 (71 reg),12700,2,B,2025-10-29T00:00:00Z,"https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=645505124, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=645505129, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=645505137, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=645505141, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=645505146, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=645505156, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=645505166, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=645505184, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=645505196, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=645505209",https://www1.bcaimage.com/Document?DocType=InspectionBase&Reg=BJ71 XKG-GB,https://www1.bcaimage.com/Document?DocType=SpecificationSheet&Reg=BJ71 XKG-GB,mechanicalreporturl,0,OSA041,BLUE,False,Electric,Automatic,5,1,True,Present,Service Book,VAT Qualifying,True,Car,"Charge Cable - Type 2, Navigation HDD, Navigation System, Parking Sensor(s), Climate Control, Cloth Trim - Black, 17"" Alloy Wheels, Privacy Glass, Solid Paint - Dive Blue",2024-10-30T00:00:00Z,20154,Service Book,1,0,,"[{'cO2': None, 'nox': None}, 'na']",2,"19k 2024-08-01T10:33:06Z, 24k 2025-05-29T11:18:07Z",2026-05-28T00:00:00Z,,False,False,False,False,False,False,False,"11,600","34,995","14,895","10,550",,,na
